x,y
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,-1
72,-1
73,-1
74,-1
75,-1
76,-1
77,-1
78,-1
79,-1
80,-1
81,-1
82,-1
83,-1
84,-1
85,-1
86,-1
87,-1
88,-1
89,-1
90,-1
91,-1
92,-1
93,-1
94,-1
95,-1
96,-1
97,-1
98,-1
99,-1
100,-1
101,-1
102,-1
103,-1
104,-1
105,-1
106,-1
107,-1
108,-1
109,-1
110,-1
111,-1
112,-1
113,-1
114,-1
115,-1
116,-1
117,-1
118,-1
119,-1
120,-1
121,-1
122,-1
123,-1
124,-1
125,-1
126,-1
127,-1
128,-1
129,-1
130,-1
131,-1
132,-1
133,-1
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
140,-1
141,-1
142,-1
143,-1
144,-1
145,-1
146,-1
147,-1
148,-1
149,-1
150,-1
151,-1
152,-1
153,-1
154,-1
155,-1
156,-1
157,-1
158,-1
159,-1
160,-1
161,-1
162,-1
163,-1
164,-1
165,-1
166,-1
167,-1
168,-1
169,-1
170,-1
171,-1
172,-1
173,-1
174,-1
175,-1
176,-1
177,-1
178,1988
179,1988
180,1988
181,1988
182,1988
183,1988
184,1988
185,1988
186,1988
187,1988
188,1988
189,1989
190,1989
191,1989
192,1989
193,1989
194,1989
195,1989
196,1989
197,1989
198,1989
199,1989
200,1989
201,1989
202,1989
203,1989
204,1989
205,1989
206,1989
207,1989
208,1989
209,1990
210,1990
211,1990
212,1990
213,1990
214,1990
215,1990
216,1990
217,1990
218,1990
219,1990
220,1990
221,1990
222,1990
223,1990
224,1990
225,1990
226,1990
227,1990
228,1990
229,1991
230,1991
231,1991
232,1991
233,1991
234,1991
235,1991
236,1991
237,1991
238,1991
239,1991
240,1991
241,1991
242,1991
243,1991
244,1991
245,1991
246,1991
247,1991
248,1991
249,1992
250,1992
251,1992
252,1992
253,1992
254,1992
255,1992
256,1992
257,1992
258,1992
259,1992
260,1992
261,1992
262,1992
263,1992
264,1992
265,1992
266,1992
267,1992
268,1992
269,1992
270,1993
271,1993
272,1993
273,1993
274,1993
275,1993
276,1993
277,1993
278,1993
279,1993
280,1993
281,1993
282,1993
283,1993
284,1993
285,1993
286,1993
287,1993
288,1993
289,1993
290,1994
291,1994
292,1994
293,1994
294,1994
295,1994
296,1994
297,1994
298,1994
299,1994
300,1994
301,1994
302,1994
303,1994
304,1994
305,1994
306,1994
307,1994
308,1994
309,1994
310,1995
311,1995
312,1995
313,1995
314,1995
315,1995
316,1995
317,1995
318,1995
319,1995
320,1995
321,1995
322,1995
323,1995
324,1995
325,1995
326,1995
327,1995
328,1995
329,1995
330,1996
331,1996
332,1996
333,1996
334,1996
335,1996
336,1996
337,1996
338,1996
339,1996
340,1996
341,-1
342,-1
343,-1
344,-1
345,-1
346,-1
347,-1
348,-1
349,-1
350,-1
351,-1
352,-1
353,-1
354,-1
355,-1
356,-1
357,-1
358,-1
359,-1
360,-1
361,-1
362,-1
363,-1
364,-1
365,-1
366,-1
367,-1
368,-1
369,-1
370,-1
371,-1
372,-1
373,-1
374,-1
375,-1
376,-1
377,-1
378,-1
379,-1
380,-1
381,-1
382,-1
383,-1
384,-1
385,-1
386,-1
387,-1
388,-1
389,-1
390,-1
391,-1
392,-1
393,-1
394,-1
395,-1
396,-1
397,-1
398,-1
399,-1
400,-1
401,-1
402,-1
403,-1
404,-1
405,-1
406,-1
407,-1
408,-1
409,-1
410,-1
411,-1
412,-1
413,-1
414,-1
415,-1
416,-1
417,-1
418,-1
419,-1
420,-1
421,-1
422,-1
423,-1
424,-1
425,-1
426,-1
427,-1
428,-1
429,-1
430,-1
431,-1
432,-1
433,-1
434,-1
435,-1
436,-1
437,-1
438,-1
439,-1
440,-1
441,-1
442,-1
443,-1
444,-1
445,-1
446,-1
447,-1
448,-1
449,-1
450,-1
451,-1
452,-1
453,-1
454,-1
455,-1
456,-1
457,-1
458,-1
459,-1
460,-1
461,-1
462,-1
463,-1
464,-1
465,-1
466,-1
467,-1
468,-1
469,-1
470,-1
471,-1
472,-1
473,-1
474,-1
475,-1
476,-1
477,-1
478,-1
479,-1
480,-1
481,-1
482,-1
483,-1
484,-1
485,-1
486,-1
487,-1
488,-1
489,-1
490,-1
491,-1
492,-1
493,-1
494,-1
495,-1
496,-1
497,-1
498,-1
499,-1
500,-1
501,-1
502,-1
503,-1
504,-1
505,-1
506,-1
507,-1
508,-1
509,-1
510,-1
511,-1
512,-1
513,-1
514,-1
515,-1
516,-1
517,-1
518,-1
519,-1
520,-1
521,-1
522,-1
523,-1
524,-1
525,-1
526,-1
527,-1
528,-1
529,-1
530,-1
531,-1
532,-1
533,-1
534,-1
535,-1
536,-1
537,-1
538,-1
539,-1
540,-1
541,-1
542,-1
543,-1
544,-1
545,-1
546,-1
547,-1
548,-1
549,-1
550,-1
551,-1
552,-1
553,-1
554,-1
555,-1
556,-1
557,-1
558,-1
559,-1
560,-1
561,-1
562,-1
563,-1
564,-1
565,-1
566,-1
567,-1
568,-1
569,-1
570,-1
571,-1
572,-1
573,-1
574,-1
575,-1
576,-1
577,-1
578,-1
579,-1
580,-1
581,-1
582,-1
583,-1
584,-1
585,-1
586,-1
587,-1
588,-1
589,-1
590,-1
591,-1
592,-1
593,-1
594,-1
595,-1
596,-1
597,-1
598,2000
599,2000
600,2000
601,2000
602,2000
603,2000
604,2000
605,2000
606,2000
607,2000
608,2000
609,2000
610,2000
611,2000
612,2000
613,2000
614,2000
615,2000
616,2001
617,2001
618,2001
619,2001
620,2001
621,2001
622,2001
623,2001
624,2001
625,2001
626,2001
627,2001
628,2001
629,2001
630,2001
631,2001
632,2001
633,2001
634,2001
635,2001
636,2001
637,2001
638,2001
639,2001
640,2001
641,2001
642,2001
643,2001
644,2001
645,2001
646,2001
647,2001
648,2001
649,2001
