x,y
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,-1
72,-1
73,-1
74,-1
75,-1
76,-1
77,-1
78,-1
79,-1
80,-1
81,-1
82,-1
83,-1
84,-1
85,-1
86,-1
87,-1
88,-1
89,-1
90,-1
91,-1
92,-1
93,-1
94,-1
95,-1
96,-1
97,-1
98,-1
99,-1
100,-1
101,-1
102,-1
103,-1
104,-1
105,-1
106,-1
107,-1
108,-1
109,-1
110,-1
111,-1
112,-1
113,-1
114,-1
115,-1
116,-1
117,-1
118,-1
119,-1
120,-1
121,-1
122,-1
123,-1
124,-1
125,-1
126,-1
127,-1
128,-1
129,-1
130,-1
131,-1
132,-1
133,-1
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
140,-1
141,-1
142,-1
143,-1
144,-1
145,-1
146,-1
147,-1
148,-1
149,-1
150,-1
151,-1
152,-1
153,-1
154,-1
155,-1
156,1997
157,1997
158,1997
159,1997
160,1997
161,1997
162,1997
163,1997
164,1997
165,1997
166,1997
167,1997
168,1997
169,1997
170,1997
171,1997
172,1997
173,1998
174,1998
175,1998
176,1998
177,1998
178,1998
179,1998
180,1998
181,1998
182,1998
183,1998
184,1998
185,1998
186,1998
187,1998
188,1998
189,1998
190,1998
191,1998
192,1998
193,1998
194,1998
195,1998
196,1998
197,1998
198,1998
199,1998
200,1998
201,1998
202,1998
203,1998
204,1998
205,1999
206,1999
207,1999
208,1999
209,1999
210,1999
211,1999
212,1999
213,1999
214,1999
215,1999
216,1999
217,1999
218,1999
219,1999
220,1999
221,1999
222,1999
223,1999
224,1999
225,1999
226,1999
227,1999
228,1999
229,1999
230,1999
231,1999
232,1999
233,1999
234,1999
235,1999
236,1999
237,2000
238,2000
239,2000
240,2000
241,2000
242,2000
243,2000
244,2000
245,2000
246,2000
247,2000
248,2000
249,2000
250,2000
251,2000
252,2000
253,2000
254,2000
255,2000
256,2000
257,2000
258,2000
259,2000
260,2000
261,2000
262,2000
263,2000
264,2000
265,2000
266,2000
267,2000
268,2000
269,2001
270,2001
271,2001
272,2001
273,2001
274,2001
275,2001
276,2001
277,2001
278,2001
279,2001
280,2001
281,2001
282,2001
283,2001
284,2001
285,2001
286,2001
287,2001
288,2001
289,2001
290,2001
291,2001
292,2001
293,2001
294,2001
295,2001
296,2001
297,2001
298,2001
299,2001
300,2001
301,2002
302,2002
303,2002
304,2002
305,2002
306,2002
307,2002
308,2002
309,2002
310,2002
311,2002
312,2002
313,2002
314,2002
315,2002
316,2002
317,2002
318,2002
319,2002
320,2002
321,2002
322,2002
323,2002
324,2002
325,2002
326,2002
327,2002
328,2002
329,2002
330,2002
331,2002
332,2002
333,2003
334,2003
335,2003
336,2003
337,2003
338,2003
339,2003
340,2003
341,2003
342,2003
343,2003
344,2003
345,2003
346,2003
347,2003
348,2003
349,2003
350,2003
351,2003
352,2003
353,2003
354,2003
355,2003
356,2003
357,2003
358,2003
359,2003
360,2003
361,2003
362,2003
363,2003
364,2003
365,2004
366,2004
367,2004
368,2004
369,2004
370,2004
371,2004
372,2004
373,2004
374,2004
375,2004
376,2004
377,2004
378,2004
379,2004
380,2004
381,2004
382,2004
383,2004
384,2004
385,2004
386,2004
387,2004
388,2004
389,2004
390,2004
391,2004
392,2004
393,2004
394,2004
395,2004
396,2004
397,2005
398,2005
399,2005
400,2005
401,2005
402,2005
403,2005
404,2005
405,2005
406,2005
407,2005
408,2005
409,2005
410,2005
411,2005
412,2005
413,2005
414,2005
415,2005
416,2005
417,2005
418,2005
419,2005
420,2005
421,2005
422,2005
423,2005
424,2005
425,2005
426,2005
427,2005
428,2005
429,2006
430,2006
431,2006
432,2006
433,2006
434,2006
435,2006
436,2006
437,2006
438,2006
439,2006
440,2006
441,2006
442,2006
443,2006
444,2006
445,2006
446,2006
447,2006
448,2006
449,2006
450,2006
451,2006
452,2006
453,2006
454,2006
455,2006
456,2006
457,2006
458,2006
459,2006
460,2006
461,2007
462,2007
463,2007
464,2007
465,2007
466,2007
467,2007
468,2007
469,2007
470,2007
471,2007
472,2007
473,2007
474,2007
475,2007
476,2007
477,2007
478,2007
479,2007
480,2007
481,2007
482,2007
483,2007
484,2007
485,2007
486,2007
487,2007
488,2007
489,2007
490,2007
491,2007
492,2007
493,2008
494,2008
495,2008
496,2008
497,2008
498,2008
499,2008
500,2008
501,2008
502,2008
503,2008
504,2008
505,2008
506,2008
507,2008
508,2008
509,2008
510,2008
511,2008
512,2008
513,2008
514,2008
515,2008
516,2008
517,2008
518,2008
519,2008
520,2008
521,2008
522,2008
523,2008
524,2008
525,2009
526,2009
527,2009
528,2009
529,2009
530,2009
531,2009
532,2009
533,2009
534,2009
535,2009
536,2009
537,2009
538,2009
539,2009
540,2009
541,2009
542,2009
543,2009
544,2009
545,2009
546,2009
547,2009
548,2009
549,2009
550,2009
551,2009
552,2009
553,2009
554,2009
555,2009
556,2009
557,2010
558,2010
559,2010
560,2010
561,2010
562,2010
563,2010
564,2010
565,2010
566,2010
567,2010
568,2010
569,2010
570,2010
571,2010
572,2010
573,2010
574,2010
575,2010
576,2010
577,2010
578,2010
579,2010
580,2010
581,2010
582,2010
583,2010
584,2010
585,2010
586,2010
587,2010
588,2010
589,2011
590,2011
591,2011
592,2011
593,2011
594,2011
595,2011
596,2011
597,2011
598,2011
599,2011
600,2011
601,2011
602,2011
603,2011
604,2011
605,2011
606,2011
607,2011
608,2011
609,2011
610,2011
611,2011
612,2011
613,2011
614,2011
615,2011
616,2011
617,2011
618,2011
619,2011
620,2011
621,2012
622,2012
623,2012
624,2012
625,2012
626,2012
627,2012
628,2012
629,2012
630,2012
631,2012
632,2012
633,2012
634,2012
635,2012
636,2012
637,2012
638,2012
639,2012
640,2012
641,2012
642,2012
643,2012
644,2012
645,2012
646,2012
647,2012
648,2012
649,2012
