"Date Time, GMT-07:00",y
2023-06-01 14:00:11,2144
2023-06-01 17:00:10,2149
2023-06-01 18:00:10,2148
2023-06-01 19:00:10,2155
2023-06-01 20:00:10,2153
2023-06-01 21:00:10,2152
2023-06-01 22:00:11,2157
2023-06-01 23:00:11,2156
2023-06-02 00:00:11,2150
2023-06-02 05:00:10,2147
2023-06-02 06:00:10,2156
2023-06-02 08:00:10,2161
2023-06-02 09:00:11,2164
2023-06-02 11:00:11,2164
2023-06-02 12:00:11,2158
2023-06-02 14:00:11,2167
2023-06-02 16:00:10,2165
2023-06-02 18:00:10,2171
2023-06-02 20:00:10,2175
2023-06-02 22:00:11,2173
2023-06-03 00:00:11,2174
2023-06-03 04:00:10,2175
2023-06-03 05:00:10,2174
2023-06-03 07:00:10,2176
2023-06-03 08:00:11,2176
2023-06-03 10:00:11,2179
2023-06-03 11:00:11,2183
2023-06-03 13:00:10,2188
2023-06-03 15:00:10,2190
2023-06-03 17:00:10,2197
2023-06-03 18:00:10,2197
2023-06-03 19:00:11,2196
2023-06-03 21:00:11,2198
2023-06-03 23:00:11,2203
2023-06-04 00:00:11,2199
2023-06-04 05:00:10,2197
2023-06-04 07:00:11,2208
2023-06-04 09:00:11,2200
